ENSGACT00000021442.1	selenot2
ENSGACT00000006103.1	sh3bp1
ENSGACT00000006115.1	pdap1a
ENSGACT00000006116.1	pdap1a
ENSGACT00000006130.1	cby1
ENSGACT00000006136.1	si:ch73-139e5.2
ENSGACT00000006143.1	kctd17
ENSGACT00000006161.1	si:ch73-139e5.4
ENSGACT00000006181.1	csdc2a
ENSGACT00000006191.1	csdc2a
ENSGACT00000006277.1	aco2
ENSGACT00000006289.1	aco2
ENSGACT00000006300.1	aco2
ENSGACT00000006312.1	aco2
ENSGACT00000006330.1	phf5a
ENSGACT00000006336.1	phf5a
ENSGACT00000006345.1	tefa
ENSGACT00000006347.1	tefa
ENSGACT00000006360.1	zc3h7bb
ENSGACT00000006376.1	rangap1b
ENSGACT00000006385.1	chadlb
ENSGACT00000006390.1	l3mbtl2
ENSGACT00000006422.1	ep300a
ENSGACT00000006430.1	cbx7b
ENSGACT00000006435.1	josd1
ENSGACT00000006472.1	xrcc6
ENSGACT00000006480.1	desi1b
ENSGACT00000006488.1	rbp3
ENSGACT00000006490.1	antxr1c
ENSGACT00000006495.1	ubtd1b
ENSGACT00000006502.1	ubtd1b
ENSGACT00000006527.1	mms19
ENSGACT00000006539.1	zdhhc16b
ENSGACT00000006544.1	zdhhc16b
ENSGACT00000006560.2	vps35l
ENSGACT00000006574.1	get4
ENSGACT00000006583.1	get4
ENSGACT00000006607.1	daglb
ENSGACT00000006627.1	SPAG9
ENSGACT00000006648.1	mrtfab
ENSGACT00000006667.1	CDR2L
ENSGACT00000006675.1	sap30bp
ENSGACT00000006679.1	sap30bp
ENSGACT00000006704.2	itgb4
ENSGACT00000006719.1	zgc:194990
ENSGACT00000006724.1	zgc:194990
ENSGACT00000006753.1	unk
ENSGACT00000006780.1	unc13d
ENSGACT00000006799.1	wbp2
ENSGACT00000006811.1	trim65
ENSGACT00000006819.1	trim65
ENSGACT00000006825.1	mrpl38
ENSGACT00000006940.1	fdxr
ENSGACT00000006978.1	narf
ENSGACT00000006987.1	narf
ENSGACT00000006993.1	narf
ENSGACT00000006997.1	cybc1
ENSGACT00000007014.1	hexdc
ENSGACT00000007031.1	zgc:195081
ENSGACT00000007069.2	cacna1g
ENSGACT00000007101.1	spata20
ENSGACT00000007219.1	asb12a
ENSGACT00000007243.1	SLC39A11
ENSGACT00000007254.1	sstr2a
ENSGACT00000007267.1	sstr2a
ENSGACT00000007284.1	usp22
ENSGACT00000007342.1	cops3
ENSGACT00000007363.1	NT5M
ENSGACT00000007367.1	NT5M
ENSGACT00000007375.1	NT5M
ENSGACT00000007382.1	rasd1
ENSGACT00000007388.1	pemt
ENSGACT00000007434.1	lmf1
ENSGACT00000007440.1	sox8a
ENSGACT00000007455.1	ADAP1
ENSGACT00000007457.1	ADAP1
ENSGACT00000007464.1	COX19
ENSGACT00000007512.1	SOX9
ENSGACT00000007519.1	SOX9
ENSGACT00000007530.1	vstm4b
ENSGACT00000007534.1	lrrc18b
ENSGACT00000007541.1	si:dkey-191m6.4
ENSGACT00000007578.1	mapk8b
ENSGACT00000007585.1	mapk8b
ENSGACT00000007665.1	or101-1
ENSGACT00000007676.1	OR6A2
ENSGACT00000007680.1	OR6A2
ENSGACT00000007685.1	OR6A2
ENSGACT00000007693.1	OR6A2
ENSGACT00000007700.1	OR6A2
ENSGACT00000007846.1	abcc3
ENSGACT00000007854.1	abcc3
ENSGACT00000007876.1	si:ch211-176g6.2
ENSGACT00000007891.1	si:ch211-176g6.2
ENSGACT00000007893.1	crygmxl2
ENSGACT00000007905.1	crygmx
ENSGACT00000007967.1	aldh18a1
ENSGACT00000007979.1	PNMT
ENSGACT00000007981.1	PNMT
ENSGACT00000007985.1	PPP1R1B
ENSGACT00000007987.1	neurod2
ENSGACT00000007989.1	neurod2
ENSGACT00000008015.1	med1
ENSGACT00000008028.1	STAC2 (1 of many)
ENSGACT00000008073.1	RPL19
ENSGACT00000008108.1	RPL19
ENSGACT00000008124.1	gpam
ENSGACT00000008144.1	ghdc
ENSGACT00000008153.1	ghdc
ENSGACT00000008163.1	KCNH4 (1 of many)
ENSGACT00000008239.1	DNAJC7 (1 of many)
ENSGACT00000008268.1	aclyb
ENSGACT00000008271.1	klhl11
ENSGACT00000008285.1	NT5C3B (1 of many)
ENSGACT00000008291.1	NT5C3B (1 of many)
ENSGACT00000008385.1	fkbp10b
ENSGACT00000008387.1	fkbp10b
ENSGACT00000008400.1	fkbp10b
ENSGACT00000008404.1	P3H4 (1 of many)
ENSGACT00000008432.1	adam11
ENSGACT00000008446.1	VAT1
ENSGACT00000008450.1	RND2
ENSGACT00000008517.1	atg6
ENSGACT00000008522.1	atg6
ENSGACT00000008591.1	itgb3b
ENSGACT00000008597.1	itgb3b
ENSGACT00000008607.1	cpn1
ENSGACT00000008621.1	dnmbp
ENSGACT00000008631.1	habp2
ENSGACT00000008645.1	habp2
ENSGACT00000008665.1	nrap
ENSGACT00000008676.1	casp7
ENSGACT00000008680.1	casp7
ENSGACT00000008684.1	si:ch211-28p3.4
ENSGACT00000008701.1	dclre1a
ENSGACT00000008707.1	dclre1a
ENSGACT00000008714.1	nhlrc2
ENSGACT00000008717.1	adrb1
ENSGACT00000008729.1	ccdc186
ENSGACT00000008736.1	tdrd1
ENSGACT00000008745.1	vwa2
ENSGACT00000008754.1	afap1l2
ENSGACT00000008814.1	atrnl1b
ENSGACT00000008846.1	cep55l
ENSGACT00000008906.1	rbp4
ENSGACT00000008921.1	rbp4
ENSGACT00000008934.1	pde6c
ENSGACT00000008958.1	fra10ac1
ENSGACT00000008964.1	fra10ac1
ENSGACT00000008971.1	fra10ac1
ENSGACT00000009013.1	lgi1b
ENSGACT00000009014.1	lgi1b
ENSGACT00000009023.1	si:ch211-197g18.2
ENSGACT00000009034.2	plce1
ENSGACT00000009059.1	pcdh15b
ENSGACT00000009080.1	nmt1b
ENSGACT00000009083.1	nmt1b
ENSGACT00000009093.1	svild
ENSGACT00000009107.1	znf281b
ENSGACT00000009146.1	lrp2b
ENSGACT00000009153.1	lrp2b
ENSGACT00000009169.1	mpp3b
ENSGACT00000009173.1	mpp3b
ENSGACT00000009251.1	psmc5
ENSGACT00000009263.1	psmc5
ENSGACT00000009274.1	psmc5
ENSGACT00000009285.1	smarcd2
ENSGACT00000009293.1	si:dkeyp-118b1.2
ENSGACT00000009295.1	si:dkeyp-118b1.2
ENSGACT00000009335.1	slc4a1b
ENSGACT00000009343.1	slc4a1b
ENSGACT00000009353.1	ngfrb
ENSGACT00000009361.1	si:ch211-39f2.3
ENSGACT00000009363.1	NXPH3 (1 of many)
ENSGACT00000009383.1	SPOP
ENSGACT00000009396.1	ndufa4
ENSGACT00000009401.1	fam117ab
ENSGACT00000009413.1	rundc3ab
ENSGACT00000009422.1	pth1rb
ENSGACT00000009431.1	taco1
ENSGACT00000009436.1	taco1
ENSGACT00000009504.1	erbb2
ENSGACT00000009512.1	pgap3
ENSGACT00000009519.1	pgap3
ENSGACT00000009572.1	mylpfb
ENSGACT00000009584.1	pkmyt1
ENSGACT00000009592.1	ELOB
ENSGACT00000009598.1	TGFB1I1
ENSGACT00000009603.1	paqr4b
ENSGACT00000009605.1	paqr4b
ENSGACT00000009697.1	pelo
ENSGACT00000009777.1	pelo
ENSGACT00000009812.1	ppp1cab
ENSGACT00000009824.1	ppp1cab
ENSGACT00000009843.1	atp2a1l
ENSGACT00000009854.1	sult1st6
ENSGACT00000009857.1	sult1st6
ENSGACT00000009862.1	sult1st6
ENSGACT00000009865.1	sult1st6
ENSGACT00000009887.1	mto1
ENSGACT00000009963.1	adprh
ENSGACT00000009970.1	adprh
ENSGACT00000009981.1	adprh
ENSGACT00000010019.1	kif22
ENSGACT00000010036.1	kif22
ENSGACT00000010042.1	pagr1
ENSGACT00000010062.1	fam57ba
ENSGACT00000010067.1	si:ch211-166g5.4
ENSGACT00000010072.1	si:ch211-166g5.4
ENSGACT00000010082.1	taok2b
ENSGACT00000010114.1	cabp5a
ENSGACT00000010137.1	nif3l1
ENSGACT00000010144.1	nif3l1
ENSGACT00000010154.1	nif3l1
ENSGACT00000010161.1	zgc:92040
ENSGACT00000010174.2	eif3c
ENSGACT00000010277.1	aldoaa
ENSGACT00000010289.1	aldoaa
ENSGACT00000010351.1	si:dkey-32n7.7
ENSGACT00000010358.1	vkorc1
ENSGACT00000010368.1	mapk7
ENSGACT00000010379.1	mapk7
ENSGACT00000010399.1	zgc:92313
ENSGACT00000010405.1	pax10
ENSGACT00000010415.1	mmp25b
ENSGACT00000010420.1	mmp25b
ENSGACT00000010429.1	ca15b
ENSGACT00000010454.1	ca15b
ENSGACT00000010468.1	ca15b
ENSGACT00000010508.1	hrc
ENSGACT00000010525.1	si:dkey-94f20.4
ENSGACT00000010536.1	si:dkey-94f20.4
ENSGACT00000010549.1	irf3
ENSGACT00000010559.1	irf3
ENSGACT00000010573.1	prr12a
ENSGACT00000010589.1	si:dkey-16p21.7
ENSGACT00000010633.1	dnaaf3l
ENSGACT00000010672.1	zgc:56095
ENSGACT00000010685.1	ptprh
ENSGACT00000010702.1	rexo4
ENSGACT00000010706.1	kcnc3b
ENSGACT00000010711.1	kcnc3b
ENSGACT00000010733.1	PPFIA3
ENSGACT00000010830.1	mybpc2b
ENSGACT00000010838.1	mybpc2b
ENSGACT00000010845.1	mybpc2b
ENSGACT00000010872.1	lrrc4bb
ENSGACT00000010881.1	HS3ST2 (1 of many)
ENSGACT00000010902.1	cog7
ENSGACT00000010917.1	mss51
ENSGACT00000010944.1	nog2
ENSGACT00000010950.1	ntn2
ENSGACT00000010981.1	tbc1d24
ENSGACT00000011018.1	ATP6V0C (1 of many)
ENSGACT00000011033.1	nubp2
ENSGACT00000011036.1	nubp2
ENSGACT00000011046.1	spsb3b
ENSGACT00000011078.1	im:7160594
ENSGACT00000011088.1	ablim1b
ENSGACT00000011113.2	MPRIP
ENSGACT00000011126.1	si:ch211-248l17.3
ENSGACT00000011135.1	crp1
ENSGACT00000011139.1	stub1
ENSGACT00000011147.1	metrn
ENSGACT00000011163.1	ift140
ENSGACT00000011171.1	tmem204
ENSGACT00000011202.1	telo2
ENSGACT00000011209.1	RAB11FIP3
ENSGACT00000011240.1	decr2
ENSGACT00000011247.1	RDH13
ENSGACT00000011250.1	si:ch211-183d21.3
ENSGACT00000011251.1	GJD3
ENSGACT00000011283.1	top2a
ENSGACT00000011289.1	lrrc3ca
ENSGACT00000011303.1	med24
ENSGACT00000011312.1	kcnj12a
ENSGACT00000011327.1	lyrm1
ENSGACT00000011331.1	dcun1d3
ENSGACT00000011354.1	KIAA0556
ENSGACT00000011369.1	cox6b1
ENSGACT00000011405.1	fam234a
ENSGACT00000011417.1	luc7l
ENSGACT00000011423.1	luc7l
ENSGACT00000011435.1	eps8l1b
ENSGACT00000011453.1	eps8l1b
ENSGACT00000011459.1	slc6a16b
ENSGACT00000011467.1	slc17a7b
ENSGACT00000011523.1	zgc:91999
ENSGACT00000011543.1	znf668
ENSGACT00000011551.1	znf646
ENSGACT00000011625.1	rnf40
ENSGACT00000011634.1	rnf40
ENSGACT00000011695.1	phkg2
ENSGACT00000011707.1	phkg2
ENSGACT00000011725.1	phkg2
ENSGACT00000011751.1	si:dkey-220f10.4
ENSGACT00000011801.1	ube2ia
ENSGACT00000011812.1	KCTD5
ENSGACT00000011845.1	pdpk1b
ENSGACT00000011848.1	pdpk1b
ENSGACT00000011855.1	tsr3
ENSGACT00000011866.1	gnptg
ENSGACT00000011871.1	gnptg
ENSGACT00000011877.1	zmp:0000000624
ENSGACT00000011891.1	zgc:112185
ENSGACT00000011904.1	anks3
ENSGACT00000011926.1	wdr24
ENSGACT00000011932.1	wdr24
ENSGACT00000011938.1	zgc:112496
ENSGACT00000011942.1	rhbdl1
ENSGACT00000011946.1	h1f0
ENSGACT00000012000.1	rhot2
ENSGACT00000012019.1	wdr90
ENSGACT00000012050.1	nlrc3
ENSGACT00000012052.1	nlrc3
ENSGACT00000012082.1	lcmt1
ENSGACT00000012090.1	lcmt1
ENSGACT00000012113.1	grid2ipb
ENSGACT00000012133.1	zdhhc4
ENSGACT00000012144.1	zdhhc4
ENSGACT00000012150.1	pgp
ENSGACT00000012175.1	mlst8
ENSGACT00000012186.1	msrb1b
ENSGACT00000012192.1	msrb1b
ENSGACT00000012194.1	neurl2
ENSGACT00000012203.1	tex2l
ENSGACT00000012223.1	noxo1b
ENSGACT00000012241.1	GID4 (1 of many)
ENSGACT00000012266.1	atpaf2
ENSGACT00000012290.1	tom1l2
ENSGACT00000012294.1	tom1l2
ENSGACT00000028957.1	MIR33B (1 of many)
ENSGACT00000012349.2	trrap
ENSGACT00000012364.1	nptx2b
ENSGACT00000012375.1	baiap2l1a
ENSGACT00000012408.1	tecpr1a
ENSGACT00000012418.1	tecpr1a
ENSGACT00000012422.1	bhlha15
ENSGACT00000012499.1	pvalb9
ENSGACT00000012513.1	ccz1
ENSGACT00000012531.1	dlgap5
ENSGACT00000012550.1	pms2
ENSGACT00000012557.1	pms2
ENSGACT00000012570.1	eif2ak1
ENSGACT00000012578.1	CYTH3
ENSGACT00000012632.1	crym
ENSGACT00000012639.1	crym
ENSGACT00000012654.1	snu13a
ENSGACT00000012727.1	uqcrc2b
ENSGACT00000012731.1	uqcrc2b
ENSGACT00000012766.1	uqcrc2b
ENSGACT00000012781.1	uqcrc2b
ENSGACT00000012792.1	tmem235
ENSGACT00000012800.1	birc5a
ENSGACT00000012815.1	fscn2b
ENSGACT00000012825.1	slc38a10
ENSGACT00000012832.1	tepsin
ENSGACT00000012858.1	arsg
ENSGACT00000012861.1	arsg
ENSGACT00000012873.1	WIPI1 (1 of many)
ENSGACT00000012884.1	prkar1ab
ENSGACT00000012894.2	fam20a
ENSGACT00000012962.1	myof
ENSGACT00000012973.1	myof
ENSGACT00000013027.1	aarsd1
ENSGACT00000013042.1	aarsd1
ENSGACT00000013050.1	aarsd1
ENSGACT00000013056.2	aarsd1
ENSGACT00000013067.1	kat7b
ENSGACT00000013075.1	dlx4b
ENSGACT00000013081.1	dlx3b
ENSGACT00000013123.1	ace
ENSGACT00000013132.1	ace
ENSGACT00000013153.1	mpp2b
ENSGACT00000013158.1	mpp2b
ENSGACT00000013169.1	pyyb
ENSGACT00000013176.1	tut1
ENSGACT00000013185.1	tut1
ENSGACT00000013191.1	stambpl1
ENSGACT00000013199.1	ankrd22
ENSGACT00000013219.1	lipf
ENSGACT00000013223.1	rnls
ENSGACT00000013271.1	atad1b
ENSGACT00000013283.1	atad1b
ENSGACT00000013292.1	atad1b
ENSGACT00000013321.1	SYDE1
ENSGACT00000013337.1	dpysl4
ENSGACT00000013339.1	dpysl4
ENSGACT00000013394.1	si:ch211-277e21.2
ENSGACT00000013415.1	cox11
ENSGACT00000013479.1	arg1
ENSGACT00000013499.1	arg1
ENSGACT00000013525.2	heatr1
ENSGACT00000013533.1	pts
ENSGACT00000013540.1	pts
ENSGACT00000013556.1	a1cf
ENSGACT00000013573.1	lect2l
ENSGACT00000013581.1	lect2l
ENSGACT00000013588.1	bbs1
ENSGACT00000013603.1	slc16a12b
ENSGACT00000013631.1	rpp30
ENSGACT00000013660.1	rpp30
ENSGACT00000013669.1	rpp30
ENSGACT00000013674.1	nudt13
ENSGACT00000013686.2	noc3l
ENSGACT00000013711.1	si:ch211-207i20.2
ENSGACT00000013714.1	ch25h
ENSGACT00000002162.1	rsu1
ENSGACT00000002169.1	map3k8
ENSGACT00000002174.1	mtpap
ENSGACT00000002176.1	mtpap
ENSGACT00000002180.1	bambia
ENSGACT00000002191.1	waca
ENSGACT00000002193.1	waca
ENSGACT00000002201.1	mpp7a
ENSGACT00000002210.1	armc4
ENSGACT00000002213.1	mkxa
ENSGACT00000002219.1	rab18a
ENSGACT00000002234.1	itgb1a
ENSGACT00000002240.1	nrp1a
ENSGACT00000002247.1	PARD3
ENSGACT00000002280.1	cul2
ENSGACT00000002287.1	cul2
ENSGACT00000002290.1	cul2
ENSGACT00000002310.1	ccny
ENSGACT00000002314.2	fzd8a
ENSGACT00000002322.1	klf6a
ENSGACT00000002337.1	pfkpa
ENSGACT00000002340.1	pfkpa
ENSGACT00000002355.1	adarb2
ENSGACT00000002360.1	wdr37
ENSGACT00000002381.1	idi1
ENSGACT00000002385.1	idi1
ENSGACT00000002386.1	idi1
ENSGACT00000002397.1	cpne3 (1 of many)
ENSGACT00000002402.1	cpne3 (1 of many)
ENSGACT00000002407.1	cpne3 (1 of many)
ENSGACT00000002412.1	cpne3 (1 of many)
ENSGACT00000002416.1	cpne3 (1 of many)
ENSGACT00000002421.1	rmdn1
ENSGACT00000002428.1	wwp1
ENSGACT00000002439.1	snx16
ENSGACT00000002440.1	snx16
ENSGACT00000002442.1	snx16
ENSGACT00000002508.1	pigm
ENSGACT00000002522.1	ANKS6
ENSGACT00000002526.1	ANKS6
ENSGACT00000002538.1	RPS20
ENSGACT00000002539.1	RPS20
ENSGACT00000029571.1	RF01277
ENSGACT00000002546.1	zgc:56231
ENSGACT00000002550.1	rgs9bp
ENSGACT00000002553.1	zgc:165532
ENSGACT00000002560.1	dph2
ENSGACT00000002564.1	ncf2
ENSGACT00000002569.1	garem
ENSGACT00000002594.1	prkdc
ENSGACT00000002599.2	prkdc
ENSGACT00000002603.1	arhgap29a
ENSGACT00000002615.1	abca4a
ENSGACT00000002619.1	abca4a
ENSGACT00000002635.1	tecrl2a
ENSGACT00000002642.1	olfm3a
ENSGACT00000002661.1	col11a1a
ENSGACT00000002671.1	rnpc3
ENSGACT00000002673.1	rnpc3
ENSGACT00000002678.1	prmt6
ENSGACT00000002697.1	selenoj
ENSGACT00000002701.1	selenoj
ENSGACT00000002719.1	sh3glb1a
ENSGACT00000002729.1	sh3glb1a
ENSGACT00000002730.1	nrros
ENSGACT00000002734.1	fbxo45
ENSGACT00000002737.1	fbxo45
ENSGACT00000002742.1	fam168b
ENSGACT00000002771.1	nsmaf
ENSGACT00000002779.1	cngb3.1
ENSGACT00000002804.1	RAMP3
ENSGACT00000002805.1	RAMP3
ENSGACT00000002810.1	pomp
ENSGACT00000002814.1	SLC22A17
ENSGACT00000002818.1	ngdn
ENSGACT00000002837.1	pabpn1
ENSGACT00000002832.2	pabpn1
ENSGACT00000002845.1	thtpa
ENSGACT00000002849.1	dcaf11
ENSGACT00000002852.1	dcaf11
ENSGACT00000002855.1	FITM1 (1 of many)
ENSGACT00000002862.1	psme1
ENSGACT00000002865.1	psme1
ENSGACT00000002910.1	pck2
ENSGACT00000002952.1	fen1
ENSGACT00000002958.1	tm9sf1
ENSGACT00000002972.2	ipo4
ENSGACT00000002975.1	si:ch211-196f5.2
ENSGACT00000002999.1	pdcd6
ENSGACT00000003007.1	pdcd6
ENSGACT00000003010.1	bmp6
ENSGACT00000003022.1	txndc5
ENSGACT00000003027.1	txndc5
ENSGACT00000003031.1	bloc1s5
ENSGACT00000003035.1	eef1e1
ENSGACT00000003042.1	slc35b3
ENSGACT00000003045.1	tfap2a
ENSGACT00000003048.1	tfap2a
ENSGACT00000003055.1	tmem14ca
ENSGACT00000003057.1	tmem14ca
ENSGACT00000003069.1	mak
ENSGACT00000003075.1	mak
ENSGACT00000003081.1	plcxd2
ENSGACT00000003086.1	phldb2b
ENSGACT00000003091.1	phldb2b
ENSGACT00000003097.1	tmem56a
ENSGACT00000003098.1	tmem56a
ENSGACT00000003110.1	bco1
ENSGACT00000003115.1	bco1
ENSGACT00000003120.1	zc2hc1a
ENSGACT00000003127.1	ctnnd2a
ENSGACT00000003128.1	dap
ENSGACT00000003135.1	ankrd33ba
ENSGACT00000003136.1	ankrd33ba
ENSGACT00000003139.1	ropn1l (1 of many)
ENSGACT00000003143.1	ropn1l (1 of many)
ENSGACT00000003152.1	nup58
ENSGACT00000003155.1	nup58
ENSGACT00000003157.1	nup58
ENSGACT00000003161.1	mtmr6
ENSGACT00000003162.1	amer2
ENSGACT00000003168.1	zfhx4
ENSGACT00000003170.1	pex2
ENSGACT00000003172.1	hnf4g
ENSGACT00000003173.1	si:dkey-94e7.1
ENSGACT00000003180.2	pign
ENSGACT00000003186.1	pign
ENSGACT00000003196.1	relch
ENSGACT00000003201.1	si:dkey-73n8.3
ENSGACT00000003220.1	tpk1
ENSGACT00000003222.1	CNTNAP2
ENSGACT00000003226.1	CNTNAP2
ENSGACT00000003238.1	ptgdsb.1
ENSGACT00000003239.1	c8g
ENSGACT00000003241.1	msrb2
ENSGACT00000003247.1	msrb2
ENSGACT00000003254.1	armc3
ENSGACT00000003257.2	pip4k2aa
ENSGACT00000003260.1	spag6
ENSGACT00000003264.1	bmi1a
ENSGACT00000003276.1	commd3
ENSGACT00000003277.1	commd3
ENSGACT00000003282.2	mllt10
ENSGACT00000003297.1	pdia4
ENSGACT00000003293.2	pdia4
ENSGACT00000003299.1	pdia4
ENSGACT00000003322.1	GPT
ENSGACT00000003327.1	ppp1r16a
ENSGACT00000003337.1	oplah
ENSGACT00000003341.1	shrprbck1r
ENSGACT00000003344.1	shrprbck1r
ENSGACT00000003350.1	myrip
ENSGACT00000003355.1	ndufb4
ENSGACT00000003397.1	hgd
ENSGACT00000003400.1	hgd
ENSGACT00000003409.3	pola1
ENSGACT00000003415.1	pcyt1ba
ENSGACT00000003417.1	pcyt1ba
ENSGACT00000003441.1	pdk3a
ENSGACT00000003446.1	slc51a
ENSGACT00000003454.1	zdhhc20b
ENSGACT00000003460.1	MARCH6
ENSGACT00000003467.1	cmbl
ENSGACT00000003490.1	cct5
ENSGACT00000003496.1	mtrr
ENSGACT00000003500.2	mtrr
ENSGACT00000003506.1	sema5a
ENSGACT00000003509.1	sema5a
ENSGACT00000003515.1	si:dkey-118j18.2
ENSGACT00000003518.1	si:dkey-118j18.1
ENSGACT00000003523.1	neto1l
ENSGACT00000003539.1	cbln2b
ENSGACT00000003542.1	socs6
ENSGACT00000003551.1	rttn
ENSGACT00000003555.1	cd226
ENSGACT00000003559.1	dok6
ENSGACT00000003570.1	crispld1a
ENSGACT00000003572.1	crispld1a
ENSGACT00000003579.1	pi15a
ENSGACT00000003590.1	gdap1
ENSGACT00000003602.1	gdap1
ENSGACT00000003606.1	jph1a
ENSGACT00000003610.1	eloca
ENSGACT00000003612.1	ube2w
ENSGACT00000003616.1	ube2w
ENSGACT00000003623.1	stau2
ENSGACT00000003627.1	rdh10a
ENSGACT00000003646.1	rpl7
ENSGACT00000003650.1	rpl7
ENSGACT00000029474.1	RF00581
ENSGACT00000029188.1	RF00581
ENSGACT00000029179.1	RF00581
ENSGACT00000029436.1	RF00581
ENSGACT00000003657.1	SBSPON
ENSGACT00000003661.1	si:dkey-192j17.1
ENSGACT00000003674.1	trpa1b
ENSGACT00000003676.1	trpa1b
ENSGACT00000003680.1	msc
ENSGACT00000003687.1	eya1
ENSGACT00000003699.1	xkr9
ENSGACT00000003703.1	tram1
ENSGACT00000003714.1	ncoa2
ENSGACT00000003716.1	prdm14
ENSGACT00000003719.2	slco5a1a
ENSGACT00000003724.1	slco5a1a
ENSGACT00000003728.1	sulf1
ENSGACT00000003732.1	sulf1
ENSGACT00000003737.1	zgc:162928
ENSGACT00000003749.1	prex2
ENSGACT00000003771.1	cpa6
ENSGACT00000003775.1	cpa6
ENSGACT00000003789.1	arfgef1
ENSGACT00000003816.1	cops5
ENSGACT00000003819.1	ppp1r42
ENSGACT00000003821.1	TCF24
ENSGACT00000003828.1	MCMDC2
ENSGACT00000003865.1	sgk3
ENSGACT00000003876.1	sgk3
ENSGACT00000003884.1	sgk3
ENSGACT00000003886.1	sgk3
ENSGACT00000003888.1	sgk3
ENSGACT00000003893.1	MYBL1
ENSGACT00000003897.2	rrs1
ENSGACT00000003899.1	crhb
ENSGACT00000003900.1	trim55b
ENSGACT00000003907.1	pde7a
ENSGACT00000003912.1	pde7a
ENSGACT00000003917.2	mtfr1
ENSGACT00000003929.1	armc1
ENSGACT00000003932.1	bhlhe22
ENSGACT00000003938.1	ythdf3
ENSGACT00000003943.1	tagln3b
ENSGACT00000003947.1	tagln3b
ENSGACT00000003955.1	tagln3b
ENSGACT00000003958.1	tagln3b
ENSGACT00000003963.1	tagln3b
ENSGACT00000003985.1	tagln3a
ENSGACT00000003994.1	tagln3a
ENSGACT00000004001.1	c1qtnf9
ENSGACT00000004008.1	spata13
ENSGACT00000004017.1	TMPRSS7
ENSGACT00000004042.2	flt1
ENSGACT00000004055.1	pan3
ENSGACT00000004065.1	urad
ENSGACT00000004066.1	pdx1
ENSGACT00000004068.1	si:ch211-140b10.6
ENSGACT00000004073.1	lnx2a
ENSGACT00000004076.1	gtf3ab
ENSGACT00000004082.1	rpl21
ENSGACT00000029513.1	RF00443
ENSGACT00000004113.1	usp12a
ENSGACT00000004127.1	usp12a
ENSGACT00000004129.1	gpr12
ENSGACT00000004134.1	wasf3b
ENSGACT00000004151.1	cdk8
ENSGACT00000004157.1	cdk8
ENSGACT00000004164.1	rnf6
ENSGACT00000004176.1	atp8a2
ENSGACT00000004182.1	shisa2b
ENSGACT00000004193.1	spice1
ENSGACT00000004202.1	spice1
ENSGACT00000004206.2	usf3
ENSGACT00000004211.1	naa50
ENSGACT00000004214.1	naa50
ENSGACT00000004257.1	ATP6V1A
ENSGACT00000004265.1	gramd1c
ENSGACT00000004269.1	zdhhc23b
ENSGACT00000004275.1	ccdc191
ENSGACT00000004281.1	qtrt2
ENSGACT00000004282.1	drd3
ENSGACT00000004300.1	ccdc58
ENSGACT00000004307.1	ccdc58
ENSGACT00000004310.1	fam162a
ENSGACT00000004362.1	kpna1
ENSGACT00000004355.2	kpna1
ENSGACT00000004378.1	kpna1
ENSGACT00000004396.1	vipr1b
ENSGACT00000004414.1	sec22c
ENSGACT00000004420.1	nktr
ENSGACT00000004427.2	zbtb47b
ENSGACT00000004439.1	klhl40b
ENSGACT00000004456.1	hhatlb
ENSGACT00000004524.1	gars
ENSGACT00000004538.1	ctdspla
ENSGACT00000004541.1	ctdspla
ENSGACT00000004567.1	vill
ENSGACT00000004575.1	vill
ENSGACT00000004584.1	plcd1a
ENSGACT00000004591.1	plcd1a
ENSGACT00000004611.1	dlec1
ENSGACT00000004621.1	map3k20
ENSGACT00000004644.1	cry-dash
ENSGACT00000004657.1	myd88
ENSGACT00000004699.1	slc22a13b
ENSGACT00000004724.1	slc22a13b
ENSGACT00000004730.1	csrnp1b
ENSGACT00000004737.1	slc35g2b
ENSGACT00000004742.1	nck1b
ENSGACT00000004747.1	bdh1
ENSGACT00000004751.1	bdh1
ENSGACT00000004756.1	gyg1b
ENSGACT00000004760.1	gyg1b
ENSGACT00000004827.1	cpb1
ENSGACT00000004829.1	agtr1b
ENSGACT00000004841.1	zic1
ENSGACT00000004844.1	zic4
ENSGACT00000004850.1	si:ch73-206p6.1
ENSGACT00000004853.1	si:ch73-206p6.1
ENSGACT00000004902.1	plod2
ENSGACT00000004907.1	plod2
ENSGACT00000004911.1	dia1b
ENSGACT00000004913.1	chst2b
ENSGACT00000004934.1	trpc1
ENSGACT00000004935.1	trpc1
ENSGACT00000004947.1	pcolce2b
ENSGACT00000004959.1	u2surp
ENSGACT00000005006.1	acad11
ENSGACT00000005013.1	acad11
ENSGACT00000005018.1	ackr4b
ENSGACT00000005025.1	uba5
ENSGACT00000005042.1	nphp3
ENSGACT00000005043.1	si:dkey-96n2.3
ENSGACT00000005056.2	si:ch211-285f17.1
ENSGACT00000005059.1	otud1
ENSGACT00000005076.1	htr5ab
ENSGACT00000005077.1	htr5ab
ENSGACT00000005083.1	htr5ab
ENSGACT00000005103.1	insig1
ENSGACT00000005109.1	insig1
ENSGACT00000005111.1	EN2
ENSGACT00000005136.1	shha
ENSGACT00000005141.1	rnf32
ENSGACT00000005150.1	lmbr1
ENSGACT00000005172.1	mnx1
ENSGACT00000005187.1	ube3c
